Sigla,Setor_Descricao,Setor_Codigo
COGEAD,FARMACIA POPULAR SP-ITU 1,066001032
COGEAD,FARMACIA POPULAR CAXIAS DO SUL,066005001
COGEAD,FARMACIA POPULAR RJ-PETROPOLIS,066002013
COGEAD,FARMACIA POPULAR RS-SAO FRANCISCO PAULA,066005003
COGEAD,FARMACIA POPULAR TO-PALMAS,066140000
COGEAD,FARMACIA POPULAR PB-PATOS,066130002
COGEAD,FARMACIA POPULAR GO-FORMOSA,066003004
COGEAD,FARMACIA POPULAR SP-FRANCO DA ROCHA,066001038
COGEAD,FARMACIA POPULAR SP-IDAIATUBA,066001030
COGEAD,FARMACIA POPULAR SP-CARAPICUIBA,066001024
COGEAD,FARMACIA POPULAR ES-CARIACICA,066210000
COGEAD,FARMACIA POPULAR AM-MANACAPURU,066010007
COGEAD,FARMACIA POPULAR PB-CONJ S. CABRAL,066130003
COGEAD,FARMACIA POPULAR BA-GUANAMBI,066004014
COGEAD,FARMACIA POPULAR MA-TIMOM,066190000
COGEAD,FARMACIA POPULAR BA-JACOBINA,066004013
ILMD,SECRETARIA DE ESTADO-SEJUSC/AM,042101000
IRR,BIO. E IMUN. DE DOENCAS INF. PARASITARIA,031040290
IAM,COMITE DE ETICA EM PESQUISA,032000005
ENSP,SERVIÇO DE GESTAO DA QUALIDADE,007002231
ENSP,SERVIÇO DESENVOLVIMENTO EDUCACIONAL,007005200
IFF,PROJETO BRINCAR - SECRETARIA ACADEMICA,006008023
IFF,MEDICINA FETAL,006004110
IFF,AMBULATORIO DERMATOLOGIA,006004260
IOC,EDITORIA CIENTIFICA,005152000
COGEAD,INSTITUTO COMUNIC.INFO.CIENT.TECNOLOGICA,009000000
IRR,PCR EM TEMPO REAL BH,031040200
ICTB,SERVICO DE HEMOCOMPONENTES E DER ANIMAIS,018007400
IAM,CORRDENACAO DA QUALIDADE,032001007
COGEAD,SERVICO DE COMUNICACOES ADMINISTRATIVAS,020002200
IGM,SALA DA CHEFIA DO LIP,033014005
COGEAD,SETOR OPERACIONAL DE COMPRAS,020005150
COGEAD,"PROGRAMA DE SAUDE, TRABALHO E AMBIENTE",043202500
COGEAD,ESCRITORIO TECNICO DO PIAUI,001011015
COGEAD,"SERVICO PLANEJAMENTO,ORÇAMENTO E FINANCI",043203500
IOC,COMITE DE USO ANIMAL EM PESQUISA,005100003
FAR-MANGUINHOS,DIVISAO DE SEGURANCA DO TRABALHO,011010201
IGM,GESTAO DE CONTRATOS - GESCON,
COGEAD,SECAO DE ARQUIVO E MICROFILMAGEM,
INI,VICE-DIRECAO DE ENSINO,
INI,LAB DE BACTERIOLOGIA E BIOENSAIOS,
COGEAD,SERVICO DE PATRIMONIO,
COGEAD,ASSESSORIA/PRESIDENCIA,
COGEAD,SERVICO DE GESTAO DO TRABALHO,
COGEAD,NUCLEO DE SAUDE DO TRABALHADOR,
IGM,NUCLEO DE EPIDEMIOLOGIA E BIOESTATISTICA,
IGM,LAB.EPIDEMIOLOG.MOLECULAR BIOESTATISTICA,
COGEAD,BIBLIOTECA DE SAUDE PUBLICA,
COGEAD,ESCRITORIO TECNICO DO PIAUI,
IGM,COORDENACAO ENSINO,
IGM,DIRETORIA DO CPQGM,
IGM,VICE. DIR. DE PESQ. E DESENV. TEC. E SER,
IGM,FACULDADE DE FARMACIA,
IGM,SERVICO DE GESTAO DE CONTRATOS,
IGM,SERVICO DE FINANCAS E CONTROLE,
IGM,DIRETORIA,
IGM,ASSESSORIA DE COMUNICACAO SOCIAL,
IGM,SERVICO DE GESTAO DO TRABALHO,
IGM,SALA DA CHEFIA DO LIP,
IGM,SALA DO SONICADOR,
IGM,SECAO DE ALMOXARIFADO,
IGM,BIBLIOTECA CENTRAL,
IGM,SECAO DE COMPRAS,
IGM,COMITE DE ETICA EM PESQUISA,
IGM,LAB.ENGENHARIA TECIDUAL IMUNOFARMACOLOG.,
IGM,SERVICO DE ADMINISTRACAO,
IGM,SECAO DE PROTOCOLO,
IGM,COMISSAO DE BIOSSEGURANCA,
IGM,NUCLEO DE PLANEJAMENTO,
IGM,LAB. DE PATOLOGIA ESTRUTURAL E MOLECULAR,
IGM,SALA PESQUISADOR EMERITO,
IGM,LABORATORIO DE PESQUISAS CLINICAS-LAPEC,
IGM,LAB.PATOLOGIA BIOLOGIA MOLECULAR,
IGM,SALA PESQUISA LPBM,
IGM,PESQUISADOR LPBM,
IGM,SERVIÇO DE INFRA ESTRUTURA E LOGISTICA,
IGM,LABORATORIO INFLAMACAO BIOMARCADORES-LIB,
IGM,SECAO TECNOLOGIA DA INFORMACAO-SUPORTE,
IGM,SECAO DE PATRIMONIO,
IGM,ESCOLA DE MEDICINA VETERINÁRIA - UFBA,
IGM,COORDENACAO DE ENSINO,
IGM,NUCLEO DE GESTAO DE PROJETOS,
IGM,SECAO DE MANUTENCAO,
COGEAD,VICE-PRES GESTAO DESENVOL INSTITUCIONAL,
IRR,BENS NAO LOCALIZADOS,
INCQS,SETOR DE ELEMENTOS INORGÂNICOS,
IOC,LAB DE BIOLOGIA CELULAR,
COGEAD,SERV DE COMUNICACAO VISUAL,
COGIC,SERVICO MANUTENCAO DE UTILIDADES E REDES,
IFF,LABORATORIO DE NEUROFISIOLOGIA-PEDIATRIA,
IFF,SERVICO DE RECURSOS HUMANOS,
COC,DEP PESQ EM HISTORIA DA CIENCIA E SAUDE,
FAR-MANGUINHOS,ASSESSORIA GARANTIDA DA QUALIDADE,
COGEAD,MULTIMEIOS,
COC,DEPARTAMENTO DE PATRIMONIO HISTORICO,
ENSP,DEPOSITO PARA ALIENACAO,
COGIC,DEPARTAMENTO VIGILÂNCIA SEG. PATRIMONIAL,
FAR-MANGUINHOS,SERVICO DE PRODUCAO,
COGEAD,BIBLIOTECA EMILIA DE BUSTAMANTE,
FAR-MANGUINHOS,ALMOXARIFADO,
IOC,LAB DE INFLAMACAO,
COC,CASA DE OSWALDO CRUZ,
ICTB,SERVICO DE CONTROLE DA QUALIDADE ANIMAL,
COGEAD,LAB. DE INIC. CIENT. NA EDUCACAO BASICA,
ENSP,SECAO DE GABINETE - HELIO FRAGA,
COC,DEPARTAMENTO DE MUSEU DA VIDA,
COGEAD,CENTRO RELACOES INTERNACIONAIS EM SAUDE,
IOC,LAB GENOMICA FUNCIONAL E BIOINFORMATICA,
ENSP,BEM NAO LOCALIZADO - ENSP,
COC,SERVICO DE TECNOLOGIAS DA INFORMACAO,
INI,CENTRO REF EM IMUNOBIOLOGICOS ESPECIAIS,
COGEAD,AUDITORIA INTERNA,
COGEAD,INTELIGENCIA ESTRATEGICA,
ENSP,DEPARTAMENTO DE ENDEMIAS SAMUEL PESSOA,
ENSP,DEPARTAMENTO EPIDEM.METOD.QUANT.EM SAÚDE,
COC,SERVICO DE GESTAO DE PESSOAS,
INI,LAB DE PESQUISA CLINICA EM DST E AIDS,
ENSP,DEPARTAMENTRO DE INFRA-ESTRUTURA,
COGEAD,PROGRAMA COMPUTACAO CIENTIFICA,
COC,DEPARTAMENTO DE ARQUIVO E DOCUMENTACAO,
COGEAD,ASSESSORIA JURIDICA DO GABINETE,
COC,ESPACO TENDA,
COGEAD,ESCOLA FIOCRUZ DE GOVERNO,
ENSP,SERVICO DE AMBULATORIO - HELIO FRAGA,
ENSP,VICE DIR DE POS GRADUACAO,
COC,SERVIÇO DE INFRAESTRUTURA,
ENSP,CENTRO DE SAÚDE DO TRAB. ECOL. HUMANA,
INI,PLATAFORMA DE PESQUISA CLINICA,
COGEAD,RESIDENCIA OFICIAL,
COC,SECRETARIA EXECUTIVA,
COGEAD,DIRECAO,
COGEAD,DEPARTAMENTO ECONOMICO FINANCEIRO,
COGEAD,DEPARTAMENTO DE OPERACOES COMERCIAIS,
COGEAD,DEP. GESTAO INFOR.ADM. E ASSESSORIA,
COGEAD,PRESIDENCIA DA FIOCRUZ,
COGEAD,"VICE-PRESID. AMB,ATENCAO E PROM. SAUDE",
COGEAD,ESCRITORIO TECNICO DO MATO GROSSO DO SUL,
COGEAD,CANAL SAUDE,
FAR-MANGUINHOS,DEPARTAMENTO DE GARANTIA DA QUALIDADE,
FAR-MANGUINHOS,SERVICO DE BOAS PRATICAS DE DOCUMENTACAO,
COC,SEÇÃO DE FORMAÇÃO,
COC,ESPACO EPIDAURINHO,
COC,SERVIÇO DE ITINERÂNCIA,
COC,NUCLEO ESTUDOS PUBLICO E AVALI EM MUSEUS,
COC,SERVICO DE MUSEOLOGIA,
COC,SERVICO DE EDUCAÇÃO,
COC,ESPACO PARQUE DA CIENCIA,
COC,DEPARTAMENTO DE ADMINISTRACAO,
ENSP,DEPARTAMENTO SANEAMENTO SAUDE AMBIENTAL,
COC,ESPACO CENTRO DE RECEPCAO,
COGEAD,COORDENACAO COMUNICACAO SOCIAL,
COGEAD,VILA RESIDENCIAL,
COGEAD,"PROGRAMA DE SAUDE, TRABALHO E AMBIENTE",
COGEAD,DIRETORIA REGIONAL DE BRASILIA,
COGEAD,GERENCIA REGIONAL DE BRASILIA,
COGEAD,COORDENACAO DE PROGRAMAS E PROJETOS,
COGEAD,SECRETARIA EXECUTIVA DA UNASUS,
COGEAD,PROGRAMA DE DIREITO SANITARIO,
COGEAD,NUCLEO DE ESTUDOS BIOETICA E DIPLO.SAUDE,
COGEAD,ASSESSORIA DE COMUNICACAO,
COGEAD,VICE DIRECAO PESQ. E DESENV.TECNOLOGICO,
COGEAD,PROFORMAR,
COGEAD,LAB.EDU.PROFISSIONAL EM VIGILANCIA SAUDE,
COGEAD,SECAO DE MATERIAIS E COMPRAS,
COGEAD,NUCLEO DE ARQUIVO DOCUMENTAL,
FAR-MANGUINHOS,DEPARTAMENTO DE GESTAO DE INFRAESTRUTURA,
FAR-MANGUINHOS,SERVICO DE COMPRAS NACIONAIS SERVICOS,
FAR-MANGUINHOS,SECAO DE ALMOXARIFADO DE MANUT. PREDIAL,
FAR-MANGUINHOS,SERVICO DE COMPRAS NACIONAIS AQUISICAO,
FAR-MANGUINHOS,SECAO DE CONTRATOS,
FAR-MANGUINHOS,SERVICO ALMOXARIFADO,
FAR-MANGUINHOS,SERVICO DE IMPORTACAO E EXPORTACAO,
FAR-MANGUINHOS,SECAO DE GESTAO DE CONTRATOS LOGISTICOS,
INCQS,SETOR DE MEDICAMENTOS,
ENSP,DEPARTAMENTO DE CIÊNCIAS SOCIAIS,
COGEAD,COORDENACAO GESTAO TECNOLOGICA,
ENSP,CENTRO EST.SAUDE TRAB.ECOL.HUMANA,
ENSP,VICE DIR. DESENVOL. INSTITUCIO. E GESTÃO,
ENSP,VICE DIR ESCOLA DE GOVERNO EM SAUDE,
ENSP,DEPARTAMENTO DE CIÊNCIAS BIOLÓGICAS,
IGM,CENTRO INT DADOS CONHECIMENTO PARA SAUDE,
IOC,DEP DE SUPORTE E INFRA ESTRUTURA AOS LAB,
IOC,SERVICO DE GESTAO DO TRABALHO,
IOC,EDITORIA CIENTIFICA MEMORIAS,
IOC,SERVICO DE JORNALISMO E COMUNICACAO,
IOC,PLATAFORMA DE APOIO  PESQUISA E INOVACAO,
ENSP,SERVIÇO DE INFRAESTRUTURA,
INCQS,SETOR DE CONTAMINANTES ORGÂNICOS,
INCQS,SETOR DE SUBSTANC.QUÍMICAS DE REFERÊNCIA,
INCQS,SERVIÇO DE COMPRAS E ADM. DE MATERIAIS,
INCQS,SERVIÇO DE MANUTENÇÃO,
IOC,LAB AVALIACAO E PROMOCAO SAUDE AMBIENTAL,
INCQS,SERVIÇO DE GESTÃO DE TEC. DA INFORMACÃO,
INCQS,"SETOR DE IRRITAÇÃO, PIROGÊNIO E LAL",
INCQS,SERVIÇO DE ANIMAIS DE LABORATÓRIO,
IRR,GRUPO DE EST. MULT. EM EDUCACAO EM SAUDE,
COGEAD,GABINETE DA PRESIDENCIA,
IOC,SERVICO DE GESTAO DE SECRETARIAS,
IOC,ASSESSORIA DE COOPERACAO INTERNACIONAL,
COGEAD,COORD. DE VIG. EM SAUDE E LAB. DE REF.,
ENSP,SERVIÇO DE GESTÃO DE MATERIAIS,
ILMD,SERV DE ADM ORCAMENTARIA E FINANCEIRA,
ILMD,INSTITUTO LEONIDAS & MARIA DEANE,
ILMD,VICE DIR DE GESTAO E DES. INSTITUCIONAL,
ILMD,"VICE DIR DE ENSINO,INFOR E COMUNICACAO",
IRR,ASSOCIACAO SERVIDORES FUND OSWALDO CRUZ,
ILMD,GABINETE,
ILMD,DIRETORIA DO ILMD,
ENSP,SERVIÇO DE GESTÃO ACADÊMICA,
IOC,LAB INTER DE VIGILANCIA ENTOMOLOGICA DIP,
INI,SERVICO DE FARMACIA,
INI,CENTRO HOSPITALAR,
COGEAD,ESCRITORIO TECNICO DO CEARÁ,
ENSP,SERVIÇO DE ORÇAMENTO E FINANÇAS,
COGEAD,"VICE-PRESID. ENSINO, INFOM E COMUNICACAO",
COGIC,SERVIÇO GESTAO PATRIMONIO,
COGIC,SERVICO GESTAO INTEGRADA RESIDUOS,
COGEAD,"VICE-PRES. EDUCACAO, INFOM E COMUNICACAO",
ENSP,DIRETORIA DA ENSP,
IGM,LAB.AVANCADO SAUDE PUBLICA,
ENSP,VICE DIR. DE ESCOLA DE GOVERNO EM SAÚDE,
INI,LAB DE PESQ CLINICA EM MICOBACTERIOSES,
ENSP,"CENTRO DE EST,POL,INFOR DETER SOC SAUDE",
INCQS,SERVICOS GERAIS,
INCQS,SETOR DE RESÍDUOS,
ENSP,VICE DIREÇÃO DE ENSINO,
ENSP,DEPARTAMENTO ADMINIST.PLANEJAMENTO SAUDE,
ENSP,SERVIÇO DE GESTÃO DA QUALIDADE,
COC,SERVICO DE CONSERVACAO E RESTAURACAO,
COC,NUCLEO DE ESTUDOS URBANISMO E ARQ SAUDE,
ENSP,CENTRO DE ESTUDOS SOBRE TABACO E SAUDE,
INI,SERVICO DE ENFERMAGEM,
COGEAD,CENTRO DE ESTUDO ESTRATEGICOS DA FIOCRUZ,
COGEAD,BIBLIOTECA DE MANGUINHOS,
COGIC,SERVIÇO GESTÃO APOIO CONSERVAÇÃO,
COGEAD,ASSESSORIA DE COMUNICACAO SOCIAL,
COGEAD,LABORATORIO DE COMUNICACAO E SAUDE,
IRR,DIAGNÓSTICO E TER. DE DOENÇAS INF. E ONC,
COGEAD,PROCURADORIA FEDERAL,
COGEAD,SERVICO DE ADMINISTRACAO DE MATERIAIS,
COGEAD,CENTRO DE DESENV. TECNOLOGICO EM SAUDE,
COGEAD,COORDENADORIA DE COOPERACAO SOCIAL,
COGEAD,SERV. DE EQUIVALENCIA E FARMACOCINETICA,
COGEAD,FIOCRUZ MATA ATLÂNTICA,
COGEAD,SERVICO DE TESOURARIA,
IFF,AMBULATORIO NEONATOLOGIA FOLLOW-UP,
ILMD,SECAO DE GESTAO DE CONTRATOS,
ILMD,SERVICO DE GESTAO DA TECNO DA INFORMACAO,
COC,NUCLEO DE EDUCACAO PATRIMONIAL,
IOC,LAB DE IMUNOFARMACOLOGIA,
ENSP,SERVICO DE LABORATORIO - HELIO FRAGA,
IOC,SECRETARIA ACADEMICA,
ENSP,CENTRO LAT.AMERIC.DE EST.VIOL.EM SAÚDE,
ENSP,CENTRO LAT.AMERIC.DE EST.VIOL.EM SAUDE,
ENSP,CENTRO DE SAÚDE ESCOLA GERMANO SINVAL F.,
IOC,LAB TAXONOMIA BIOQUIM BIOPROSPECCAO FUNG,
ENSP,NUCLEO DE BIOSEGURANÇA,
ENSP,DSSA - LABORATÓRIO,
IAM,SECAO DE COMPRAS,
IAM,DEP. DE SAUDE COLETIVA,
IAM,SERV.RECURSOS HUMANOS,
ENSP,DEPARTAMENTO DE CIENCIAS BIOLOGICAS,
ENSP,SETOR RECURSOS HUMANOS,
IOC,DEP SERV TECNICO PLATAFORMA TECNOLOGICA,
IOC,LAB DE EDUCACAO EM AMBIENTE E SAUDE,
ENSP,SERVICO DE ENSINO,
COGEAD,COORDENAÇÃO GERAL PLANEJAMENTO ESTRAT,
COC,SERV DESIGN DE EXP. E PROD. DE DIV CIENT,
COC,"SERVI DE APOI0 A OPERAÇÃO,INFRA E GESTÃO",
IOC,SECAO DE PATRIMONIO - ALIENACAO,
IOC,LAB BIOL MOLEC DE PARASITAS E VETORES,
IOC,INSTITUTO OSWALDO CRUZ,
COGEAD,SERVICO DE ADMINISTRACAO,
IOC,DEPTO DE IMUNOLOGIA,
IOC,EPIDEMIOLOGIA E SISTEMATICA MOLECULAR,
IOC,LAB DE PESQUISAS SOBRE O TIMO,
COGEAD,SETOR DE CONTRATOS ADMINISTRATIVOS,
IOC,LAB DE BIOLOGIA MOLECULAR DE INSETOS,
IOC,SECAO DE GESTAO DE CONTRATOS,
IOC,DEPTO DE BIOQUIMICA E BIOLOGIA MOLECULAR,
IOC,LAB DE PESQUISA EM MALARIA,
IOC,LAB DE GENETICA HUMANA,
IOC,LAB EPIDEMIOL DE MALFORMACOES CONGENITAS,
IOC,LAB INTERDISCIPLINAR DE PESQ MEDICAS,
IOC,DEPTO DE BIOLOGIA,
IOC,DEP DE TECNOLOGIA DA INFORMACAO,
IOC,LAB DE DOENCAS PARASITARIAS,
IOC,LAB DE AIDS E IMUNOLOGIA MOLECULAR,
IOC,LAB BIOLOGIA MOLECULAR DOENCAS ENDEMICAS,
IOC,SERVICO DE GESTAO PREDIAL,
IOC,SECAO DE PATRIMONIO,
IAM,SETOR DE APOIO TECNICO CIENTIFICO,
IAM,DEP.IMUNOLOGIA,
IAM,SERV.ECONOMICO FINANCEIRO,
IOC,LAB DE ULTRA ESTRUTURA CELULAR,
IOC,LAB DE TRANSMISSORES DE LEISHMANIOSE,
IOC,"LAB INOV. EM TERAPIAS,ENSIN E BIOPRODUTO",
INI,LAB DE MICOLOGIA,
IOC,LAB. DE PRODUTOS NATURAIS,
COGEAD,SERVICO ADMINISTRACAO COMPRAS,
IOC,SERVICO DE GESTAO DE COMPRAS,
IOC,LAB DE VIRUS RESPIRATORIO E SARAMPO,
COGEAD,SERVICO DE IMPORTACAO E EXPORTACAO,
ENSP,PROJETO ESTUDO CARGA DOENCAS NO BRASIL,
IOC,SERVICO DE GESTAO DE FINANCAS,
COGIC,DEPARTAMENTO GESTÃO INSTITUCIONAL,
FAR-MANGUINHOS,CENTRO DE COMUNICACAO,
FAR-MANGUINHOS,SECAO DE BIBLIOTECA,
FAR-MANGUINHOS,VICE-DIRETORIA DE GESTAO DA QUALIDADE,
IAM,DEPARTAMENTO DE PARASITOLOGIA,
IAM,AMBULATORIO,
IAM,DEPARTAMENTO DE ENTOMOLOGIA,
IAM,DEPARTAMENTO DE MICROBIOLOGIA,
IOC,COMISSAO INTERNA DE BIOSSEGURANCA,
IOC,LABORATORIO DE SIMULIDEOS E ONCORCERCOSE,
IOC,LAB. DE ZOONOSES BACTERIANAS,
IOC,LAB DE BIODIVERSIDADE ENTOMOLOGICA,
IOC,LAB NACI E INTERN REF TAXONOMIA TRIATOMI,
ENSP,SERVICO DE INFORMATICA,
ENSP,SERVICO DE PESQUISA,
IOC,DEPTO DE VIROLOGIA,
ENSP,DEPARTAMENTO EPIDEM.METOD.QUANT.EM SAUDE,
COGIC,SECAO DISPONIBILIDADE,
COGIC,DEPARTAMENTO ARQUITETURA ENGENHARIA,
COGIC,SERVICO GESTAO TRANSPORTES,
COGIC,SERVICO CONTROLE PROCESSO,
COGIC,SERVICO GESTÃO CONTRATOS,
COGIC,SERVICO PLANEJAMENTO ENGENHARIA,
COGIC,DEPARTAMENTO GESTÃO AMBIENTAL,
COGEAD,COORDENACAO DE GESTAO TECNOL. INFORMACAO,
COGIC,SECAO PROTOCOLO EXPEDICÃO,
COGIC,DEPARTAMENTO SERVIÇOS GERAIS,
COGIC,SERVICO GESTAO PESSOAS,
COGIC,SECAO USINAGEM,
IFF,DEPARTAMENTO DE ENSINO,
INCQS,SETOR DE SOROS ANTIPEÇONHENTOS,
INCQS,SETOR DE VACINAS BACTERIANAS,
INCQS,LAB DE VAC. BAC. E SOROS HIPERIMUNES,
IFF,AMBULATORIO GERAL - PEDIATRIA,
FAR-MANGUINHOS,ASSISTENCIA TECNICA DE PROJETOS EXTERNOS,
IFF,MATERNIDADE,
ENSP,SECAO DE INFORMATICA - HELIO FRAGA,
COGEAD,SECAO DE PATRIMONIO,
INCQS,BENS EM PROCESSO DE ALIENAÇÃO,
ENSP,COOR. DE EDITORA. CIENTÍ. - CADER. SAÚDE,
INCQS,SECRETARIA EXECUTIVA,
IFF,DIRECAO,
ENSP,SERVIÇO DE GESTÃO DA TEC. DA INFORMAÇÃO,
ENSP,SERVIÇO DE GESTÃO DO TRABALHO,
ENSP,SETOR DE EXPEDIÇÃO E PROTOCOLO,
IFF,INSTITUTO FERNANDES FIGUEIRA,
IFF,LACTARIO - NUTRICAO,
IFF,SERVICO DE ALMOXARIFADO,
IFF,SERVICO DE ADMINISTRACAO DE MATERIAIS,
COGEAD,OUVIDORIA,
IFF,SERVICO DE PATRIMONIO,
IFF,SERVICO DE COMPRAS,
IFF,SERVICO SOCIAL,
ENSP,CENTRO ESTUDO DA SAUDE TRAB.ECOL.HUMANA,
INCQS,LAB. DE MED. COSMÉTICOS E SANEANTES,
INCQS,SETOR DE PRODUTOS BIOLÓGICOS,
INCQS,SETOR DE CULTURA DE CÉLULAS,
ENSP,SECRETARIA DE APOIO A CURSOS,
COGEAD,CENTRO DE SAUDE DO TRABALHADOR,
ENSP,SERVIÇO DE PLANEJAMENTO,
ENSP,SERVIÇO DE GESTÃO DA SUSTENTABILIDADE,
ICTB,ASSESSORIA DE PLANEJAMENTO,
ENSP,SECRETARIA ACADEMICA,
INCQS,LABORATÓRIO DE FISIOLOGIA,
INCQS,INST.NAC.DE CONTROLE QUALIDADE EM SAÚDE,
INCQS,SETOR DE BACTÉRIAS E ARQUEAS,
ENSP,CENTRO SAUDE ESCOLA GERMANO S.FARIA,
INCQS,SALA DE AMOSTRAS,
INCQS,VICE DIRETORIA DE ENSINO E PESQUISA,
INCQS,SETOR DE MEIOS DE CULTURA,
INCQS,VICE DIRETORIA DE VIGILÂNCIA SANITÁRIA,
INCQS,DIRETORIA DO INCQS,
INCQS,ARQUIVO CORRENTE SECRETARIA INCQS,
COGEAD,SERVICO DE ORCAMENTACAO,
COGEAD,VIDEOSAUDE DISTRIBUIDORA,
ENSP,DEPART.ENDEMIAS SAMUEL PESSOA,
ENSP,SECRETARIA DE APOIO AOS CURSOS E EVENTOS,
ENSP,DEP. DE P. M. E ASSISTÊNCIA FARMACÊUTICA,
ENSP,DEPARTAMENTO DE SANEAMENTO E SAUDE AMBIE,
COGEAD,LAB. NA FORMACAO GERAL EDUCACAO BASICA,
INI,VICE-DIRECAO DE SERVIÇOS CLINICOS,
IFF,SERVICO DE MANUTENCAO,
IFF,LABORATORIO DE BIOLOGIA MOLECULAR,
IFF,AMBULATORIO GINECOLOGIA,
IFF,SECAO DE PROTOCOLO,
COC,SERVICO DE BIBLIOTECA,
COGEAD,LAB. DO TRAB. E EDUC. PROF. EM SAUDE,
COGEAD,LAB. DE EDUC. PROF. EM ATENCAO A SAUDE,
COGEAD,LAB. DE EDUC. PROF. EM TEC. LAB. EM SAUD,
COGEAD,SECAO FINANCEIRA,
COGEAD,VICE DIRETORIA DE ENSINO,
COGEAD,LABORATORIO DE MANUTENCAO,
COGEAD,COORDENACAO COMUNIC. DIVULGACAO EVENTOS,
IFF,DEPARTAMENTO INFORMACAO E DOCUMENTACAO,
IFF,SERVICO DE FARMACIA,
IFF,AMBULATORIO - NUTRICAO,
IFF,DEPARTAMENTO DE GENETICA,
COGEAD,VICE-PRESID. DE PESQ. E COL. BIOLOGICAS,
ILMD,SECAO DE ALMOXARIFADO E PATRIMONIO,
INCQS,DEPARTAMENTO DE IMUNOLOGIA,
COGEAD,GESTAO DE ACERVOS BIBLIOGRAFICOS,
COGEAD,BIBLIOTECA DE SAUDE DA MULHER E CRIANCA,
INCQS,SERVIÇO DE GESTAO DO TRABALHO,
ENSP,NUCLEO ESTUDOS POL.SOCIAIS SAUDE,
INCQS,LABORATÓRIO DE SANGUE E HEMODERIVADOS,
INCQS,SETOR DE COSMÉTICOS E SANEANTES,
INCQS,SETOR DE ESTERILIZAÇÃO,
COGEAD,ESCRITORIO DE PROJETOS,
IRR,GENOMICA FUNC. E PROT. DE LEISHMANIA SSP,
IRR,NUCLEO DE ESTERILIZACAO E CRIOPRESERVACA,
INCQS,DEPARTAMENTO DE QUÍMICA,
IFF,DEP.DE ASSISTENCIA,
COC,ASSIST TEC EM PLAN. E GEST. ESTRATEGICA,
COC,SECRETARIA ACADEMICA/COC,
COC,VICE DIRECAO DE PESQUISA E EDUCACAO,
COC,ASSISTENCIA TECNICA DE COOPERACAO,
COC,DIRETORIA DA CASA DE OSWALDO CRUZ,
COC,ASSISTÊNCIA TÉCNICA DA VDPCDC,
INI,SERVICO DE PROTOCOLO,
COGEAD,SETOR DE EVENTOS,
IRR,PLATAFORMA DE BIOINFORMATICA,
ICTB,DEP. DE PLANEJAMENTO E ADMINISTRACAO,
COGEAD,COORDENACAO DE COOPERACAO INTERNACIONAL,
FAR-MANGUINHOS,VICE-DIR. DE EDUC. PESQUISA E INOVACAO,
FAR-MANGUINHOS,SECAO DE SEG. DO TRABALHO CAMPUS MANGUIN,
COGEAD,BIB DE SAUDE PUBLICA,
IAM,SERVICO DE INFORMATICA,
IAM,VICE DIRETORIA DE PESQUISA,
IAM,DIRETORIA DO CPQAM,
IAM,SECRETARIA ACADEMICA,
IAM,ASSIST. TÉCNICA IMPRENSA COMUNIC. SOCIAL,
COGEAD,ESCRITORIO PALACIO ITABORAI,
COGEAD,SECRETARIA ESCOLAR,
COGEAD,VICE DIR. DE GEST. DESENV. INSTITUCIONAL,
COGEAD,DIRECAO DA EPSJV,
COGEAD,COORD.DA REV. TRABALHO EDUC. E SAUDE,
COGEAD,LAB.EDUC. PROF. EM INFORM E REGIST.SAUDE,
ENSP,COORD. DE D. E. E EDUCAÇÃO A DISTÂNCIA,
IRR,PESQUISAS CLINICAS,
COGEAD,SECAO DE SERVICOS GERAIS,
COGEAD,SECAO DE COMPRAS,
IOC,LAB DE TOXINOLOGIA,
COGEAD,SETORIAL CONTÁBIL DA FIOCRUZ,
ENSP,SIST DE GESTAO DE DOC E ARQUIVOS,
ENSP,COOR. DO PROGR. RADIS DE COMUNICA. SAÚDE,
ENSP,COORDENAÇÃO DE COMUNICAÇÃO INSTITUCIONAL,
COC,VICE DIR DE GESTAO E DESEN INSTITUCIONAL,
COC,VICE DIR DE PATRIMONIO CULT. E DIV. CIEN,
ILMD,LAB. ECOLOGIA DE DOENCAS TRANS. NA AMAZO,
ILMD,LAB. DIVERS. MIC. DA AMAZ. COM IMPORTANC,
COGEAD,SERVICO DE CRECHES,
IOC,COMISSAO INTERNA DE QUALIDADE,
IOC,LAB DE MALACOLOGIA,
IOC,LAB DE DIPTERA,
IOC,LAB FISIOL CONTROLE ARTROPODES VETORES,
IOC,LAB BIOL MOLEC APLICADA MICROBACTERIAS,
IOC,LAB HELMINTOS PARASITOS DE VERTEBRADOS,
IOC,LAB DE HELMINTOS PARASITOS DE PEIXES,
IOC,LAB DE ESQUISTOSSOMOSE EXPERIMENTAL,
IFF,REFEITORIO - NUTRICAO,
IFF,DEP.DE NEONATOLOGIA,
IFF,SERVICO DE CONTABILIDADE,
IFF,UPI - PEDIATRIA,
IFF,SALA DE COLETA - PATOLOGIA CLINICA,
IRR,GRUPO INTEGR. DE PESQ. EM BIOMARCADORES,
IRR,SERVICO DE INFRAESTRUTURA,
IFF,BANCO DE SANGUE - PATOLOGIA CLINICA,
FAR-MANGUINHOS,LABORATORIO DE FARMACOLOGIA APLICADA,
FAR-MANGUINHOS,LAB. TEC. PARA BIODVERSIDA EM SAUDE,
INI,DIRECAO DO INI,
